match_id,home_ballpossession,away_ballpossession,home_expectedgoals,away_expectedgoals,home_bigchancecreated,away_bigchancecreated,home_totalshotsongoal,away_totalshotsongoal,home_goalkeepersaves,away_goalkeepersaves,home_cornerkicks,away_cornerkicks,home_fouls,away_fouls,home_passes,away_passes,home_totaltackle,away_totaltackle,home_freekicks,away_freekicks,home_yellowcards,away_yellowcards,home_shotsongoal,away_shotsongoal,home_hitwoodwork,away_hitwoodwork,home_shotsoffgoal,away_shotsoffgoal,home_blockedscoringattempt,away_blockedscoringattempt,home_totalshotsinsidebox,away_totalshotsinsidebox,home_totalshotsoutsidebox,away_totalshotsoutsidebox,home_bigchancemissed,away_bigchancemissed,home_accuratethroughball,away_accuratethroughball,home_fouledfinalthird,away_fouledfinalthird,home_offsides,away_offsides,home_accuratepasses,away_accuratepasses,home_throwins,away_throwins,home_finalthirdentries,away_finalthirdentries,home_accuratelongballs,away_accuratelongballs,home_accuratecross,away_accuratecross,home_duelwonpercent,away_duelwonpercent,home_dispossessed,away_dispossessed,home_groundduelspercentage,away_groundduelspercentage,home_aerialduelspercentage,away_aerialduelspercentage,home_dribblespercentage,away_dribblespercentage,home_wontacklepercent,away_wontacklepercent,home_interceptionwon,away_interceptionwon,home_ballrecovery,away_ballrecovery,home_totalclearance,away_totalclearance,home_goalsprevented,away_goalsprevented,home_goalkicks,away_goalkicks,home_bigchancescored,away_bigchancescored,home_redcards,away_redcards,home_touchesinoppbox,away_touchesinoppbox,home_finalthirdphasestatistic,away_finalthirdphasestatistic,home_divesaves,away_divesaves,home_highclaims,away_highclaims,home_punches,away_punches,home_errorsleadtoshot,away_errorsleadtoshot,home_errorsleadtogoal,away_errorsleadtogoal,home_penaltysaves,away_penaltysaves
11451110,49,51,3.15,0.49,6,0,15,10,1,3,7,3,11,15,391,414,17,17,15,9,2,3,7,1,0,0,5,9,3,0,9,5,6,5,3,0,1,0,1,3,2,0,320,340,19,19,54,59,29,20,4,6,46,54,8,12,39,39,6,14,8,13,14,11,9,5,53,52,9,19,0.0267,-0.077,11,9,3,0,,,,,,,,,,,,,,,,,,
11451104,39,61,0.24,0.69,0,1,6,6,0,3,2,6,13,20,363,582,7,16,19,11,2,3,3,1,0,0,1,4,2,1,2,3,4,3,0,1,0,1,2,1,5,2,292,519,18,15,46,53,20,30,4,3,49,51,9,6,29,32,13,11,5,5,3,11,9,6,55,57,17,16,-1.343,0.213,8,2,,,1,0,,,,,,,,,,,,,,,,
11451113,53,47,1.08,0.33,1,1,15,7,3,2,10,5,6,15,412,387,13,18,15,5,2,2,2,3,1,0,5,2,8,2,11,3,4,4,1,1,1,0,1,1,2,1,321,306,24,18,55,43,24,30,5,2,45,55,12,6,33,30,8,20,6,7,5,14,7,10,67,61,11,29,0.3958,1.0272,6,9,,,,,,,,,,,,,,,,,,,,
11451098,45,55,0.74,0.78,1,0,14,18,3,7,3,3,17,10,374,463,17,14,8,17,5,3,8,3,1,0,5,8,1,7,7,8,7,10,,,,,2,5,1,0,291,390,17,21,60,60,30,42,4,6,43,57,8,8,32,43,8,11,8,12,8,11,9,16,66,60,16,8,0.5671,0.4826,13,10,1,0,,,,,,,,,,,,,,,,,,
11451100,43,57,0.82,1.18,3,1,6,13,3,1,3,6,16,15,399,505,19,20,13,16,4,1,3,4,0,0,2,6,1,3,4,9,2,4,1,0,1,1,1,1,2,1,321,420,20,25,45,75,32,41,2,7,52,48,10,11,37,41,13,5,5,5,12,14,10,18,61,66,35,7,0.1241,-0.5026,8,3,2,1,,,,,,,,,,,,,,,,,,
11451103,68,32,1.43,2.85,1,7,16,16,4,4,9,4,14,13,608,293,17,7,13,13,4,2,5,8,0,0,7,8,4,0,10,11,6,5,0,5,,,3,1,0,3,548,223,13,13,62,47,28,23,5,2,52,48,6,9,36,27,10,15,6,8,9,1,4,10,56,53,10,27,-0.2275,-1.3118,9,14,1,2,,,,,,,,,,,,,,,,,,
11451095,47,53,0.94,0.27,2,0,13,5,2,5,1,3,1,10,487,544,16,18,10,1,,,8,2,0,1,3,3,2,0,6,3,7,2,,,,,,,3,2,403,454,25,17,46,68,23,31,2,5,60,40,13,8,38,24,11,8,13,5,10,11,9,18,67,74,25,6,0.3887,-0.3957,4,5,2,0,,,,,,,,,,,,,,,,,,
11451097,42,58,0.97,2.16,1,4,11,13,3,4,3,7,15,21,335,462,14,20,19,15,1,3,4,6,0,0,6,4,1,3,7,9,4,4,1,2,0,3,4,2,2,3,249,379,20,24,38,60,21,17,3,5,53,47,14,6,52,41,16,19,20,6,9,14,10,7,71,73,21,15,0.9165,0.482,3,7,0,2,,,,,,,,,,,,,,,,,,
11451099,52,48,0.74,1.88,2,4,9,15,1,2,5,7,12,10,493,447,15,12,8,11,,,3,1,0,0,3,11,3,3,7,11,2,4,1,4,,,1,5,3,2,422,373,12,22,35,67,18,20,4,8,42,58,6,6,30,33,5,16,8,11,8,9,13,7,54,57,24,14,0.9904,-0.603,13,4,1,0,,,,,,,,,,,,,,,,,,
11451093,31,69,1.09,0.58,1,0,8,12,3,3,4,8,9,15,231,527,18,18,12,9,3,3,4,3,0,0,3,7,1,2,5,6,3,6,1,0,,,0,3,1,1,158,456,18,20,41,81,21,26,3,5,49,51,9,8,43,33,7,20,13,6,11,10,16,7,54,55,36,9,0.6394,0.1961,11,6,,,1,0,15,36,31,153,2,0,1,0,2,0,,,,,,
11451096,65,35,2.13,0.38,3,0,18,4,2,3,4,4,11,10,641,345,19,33,9,10,2,2,5,2,0,0,6,1,7,1,14,1,4,3,2,0,,,4,0,6,1,569,252,19,17,85,30,25,14,3,1,53,47,15,10,48,46,11,7,20,3,11,19,13,11,81,64,11,25,0.1451,-0.4687,3,11,1,0,,,,,,,,,,,,,,,,,,
11451101,39,61,1.18,0.52,1,1,8,7,3,1,3,2,19,10,349,568,16,13,7,17,2,0,4,4,0,0,2,3,2,0,6,5,2,2,,,0,2,2,2,1,5,283,500,15,15,49,53,26,25,4,3,49,51,8,12,29,34,9,6,7,4,6,8,17,7,57,54,9,11,0.2942,-1.5267,4,2,1,1,,,,,,,,,,,,,,,,,,
11451102,38,62,0.18,4.08,0,7,5,22,5,1,1,8,13,12,356,577,17,14,12,12,3,0,1,7,0,0,2,12,2,3,2,12,3,10,0,5,,,2,4,0,2,239,477,30,25,55,62,21,22,2,10,47,53,8,6,31,33,10,13,2,7,11,9,9,15,71,87,29,15,2.036,0.1156,12,4,0,2,,,,,,,,,,,,,,,,,,
11451094,60,40,3.24,0.86,5,2,20,14,2,4,5,2,13,10,441,305,17,23,9,13,5,2,8,3,0,0,6,6,6,5,14,6,6,8,2,1,,,5,2,3,3,370,242,18,15,64,36,38,21,5,4,47,53,13,8,34,44,14,10,8,8,12,11,4,6,59,51,6,25,0.0285,-0.2053,8,13,3,1,,,34,18,85,41,0,1,,,,,0,2,,,,
11451089,39,61,0.77,0.37,,,11,8,2,1,6,4,16,14,279,451,26,29,13,16,1,2,2,2,0,0,5,3,4,3,5,5,6,3,,,1,0,1,3,1,0,214,392,37,19,43,40,25,23,6,3,54,46,19,14,50,51,20,8,12,8,18,19,5,7,51,51,18,14,0.267,-0.4657,10,10,,,,,,,,,,,,,,,,,,,,
11451087,61,39,1.21,2.32,2,3,16,8,1,6,5,2,4,13,605,391,11,16,12,4,2,3,7,3,0,0,7,4,2,1,9,8,7,0,2,1,,,2,0,7,4,530,317,23,16,63,38,24,24,5,4,52,48,11,3,31,23,7,12,8,3,6,10,9,9,68,65,3,33,-1.1144,0.8566,6,8,0,2,,,,,,,,,,,,,,,,,,
11451091,52,48,2.17,0.44,4,1,27,2,1,6,6,2,12,18,407,387,18,18,13,12,3,6,9,2,0,1,9,0,9,0,19,1,8,1,3,0,1,0,4,1,2,1,334,293,17,20,67,44,26,22,6,2,46,54,7,9,40,40,9,18,9,10,12,8,8,7,82,71,10,20,-0.1885,-0.53,2,12,1,1,0,1,,,,,,,,,,,,,,,,
11451084,60,40,0.97,1.56,2,2,17,17,5,8,7,8,10,9,443,290,10,18,9,10,0,2,9,6,0,0,6,7,2,4,7,10,10,7,2,1,0,1,,,4,2,376,222,31,14,58,54,34,16,6,3,55,45,8,2,38,31,11,9,19,4,6,6,5,17,58,60,14,34,0.7566,1.6091,10,11,0,1,,,,,,,,,,,,,,,,,,
11451092,47,53,1.19,1.38,2,1,8,10,0,1,2,5,14,14,442,491,15,22,14,13,0,3,3,1,0,0,2,5,3,4,4,8,4,2,,,0,2,0,3,2,1,375,416,10,23,40,64,18,24,2,6,46,54,15,9,35,41,9,11,6,8,9,12,8,3,58,52,32,14,-0.0064,-0.13,5,5,2,1,,,,,,,,,,,,,,,,,,
11451088,55,45,1.88,0.77,6,1,16,8,3,2,7,5,10,14,387,317,27,17,14,10,1,4,6,5,0,0,8,2,2,1,12,3,4,5,3,1,0,1,2,3,1,1,309,231,19,17,41,29,23,20,4,3,56,44,8,16,47,36,6,6,6,9,15,13,10,7,65,61,13,10,-0.0482,-1.9548,5,9,3,0,,,,,,,,,,,,,,,,,,
11451090,40,60,0.81,0.51,0,1,17,7,0,3,8,0,17,8,313,500,15,12,6,16,2,2,2,0,0,1,8,5,7,2,7,5,10,2,0,1,,,2,0,1,3,244,428,21,18,53,29,23,40,3,0,38,62,7,8,27,40,18,33,6,12,7,9,6,7,48,56,10,25,0,0.1346,5,15,,,,,,,,,,,,,,,,,,,,
11451086,44,56,1.58,0.78,2,2,11,12,7,4,5,4,19,8,392,495,12,16,7,19,0,1,6,6,0,0,4,5,1,1,10,6,1,6,0,2,1,0,2,2,1,4,303,408,20,30,42,64,25,33,1,5,48,52,9,7,29,37,9,5,10,2,8,6,19,9,68,58,10,8,1.4912,-0.6969,6,2,2,0,,,22,20,68,66,,,,,0,1,1,0,,,,
11451085,44,56,1.16,1.08,1,1,14,16,3,3,7,5,15,4,393,502,20,20,4,12,1,2,3,3,0,1,8,7,3,6,5,10,9,6,1,1,0,2,1,2,2,5,304,411,21,25,43,60,23,39,2,5,47,53,8,9,34,41,12,11,10,9,14,15,9,9,57,57,10,14,0.7624,-0.7463,8,10,,,,,,,,,,,,,,,,,,,,
11451078,56,44,2.57,0.66,5,3,19,7,1,9,12,1,9,15,400,331,12,14,14,7,5,0,10,2,0,0,5,3,4,2,13,6,6,1,4,2,2,0,2,1,0,4,306,250,18,19,56,52,19,31,12,3,50,50,7,6,36,32,20,24,10,11,9,8,8,14,58,65,10,42,-1.4118,1.6153,8,9,1,1,,,43,16,69,51,0,2,1,0,0,2,,,,,,
11451077,38,62,1.9,2.05,3,2,19,19,4,8,8,5,13,11,308,504,15,11,11,12,2,2,11,6,0,1,3,9,5,4,11,11,8,8,1,1,0,1,1,1,1,2,222,415,21,24,48,70,28,27,4,6,60,40,6,10,39,27,15,9,14,4,12,7,12,11,62,70,17,16,0.1118,-0.9122,14,4,2,1,,,,,,,,,,,,,,,,,,
11451073,51,49,1.95,0.7,6,0,13,16,2,4,7,2,13,12,422,404,21,16,12,13,3,1,5,4,1,0,5,10,3,2,9,10,4,6,5,0,2,0,1,2,1,1,351,332,16,14,52,50,30,28,5,4,43,57,11,15,35,40,11,22,3,11,11,8,6,10,56,68,11,18,-1.1256,1.0664,12,9,1,0,,,,,,,,,,,,,,,,,,
11451074,63,37,2.66,0.6,5,0,15,14,3,1,4,5,12,9,485,293,16,17,8,11,1,1,4,3,0,0,6,9,5,2,8,10,7,4,2,0,1,0,4,4,4,4,422,228,23,14,63,42,28,22,4,3,48,52,13,7,35,32,6,13,11,5,10,11,9,12,55,45,8,15,0.4084,-0.72,8,16,3,0,,,,,,,,,,,,,,,,,,
11451080,38,62,0.66,1.82,0,3,12,21,4,3,6,5,15,11,299,485,21,20,10,15,3,3,3,5,0,0,6,7,3,9,6,14,6,7,0,3,0,1,1,5,2,1,198,395,17,29,45,75,26,21,6,6,44,56,8,11,42,45,11,23,11,10,11,13,12,13,78,77,22,14,1.1179,0.3799,12,6,,,,,23,37,41,132,1,0,1,5,1,1,,,,,,
11451075,45,55,0.43,1.03,1,1,8,13,0,4,6,3,7,11,364,452,16,12,11,6,2,1,4,0,0,1,3,12,1,1,4,9,4,4,1,1,0,2,1,1,4,2,265,372,31,22,42,62,32,34,5,4,54,46,10,12,31,19,13,18,5,1,8,8,8,12,52,58,19,18,0,1.3796,15,6,,,,,,,,,,,,,,,,,,,,
11451081,42,58,0.84,0.54,0,1,11,8,3,0,7,5,20,19,318,456,19,12,19,20,3,5,1,3,0,0,5,2,5,3,9,3,2,5,0,1,,,3,1,0,1,228,377,21,23,55,38,22,19,6,3,53,47,3,12,43,41,18,13,6,9,15,8,10,13,59,54,22,14,1.1553,-0.7925,4,9,,,,,,,,,,,,,,,,,,,,
11451082,58,42,1.56,0.2,3,0,12,4,2,3,4,6,8,14,502,351,10,10,12,7,0,2,5,2,0,0,6,1,1,1,7,2,5,2,1,0,1,0,6,1,0,1,418,271,24,18,66,51,47,26,2,2,59,41,3,5,39,22,14,15,17,5,4,5,10,12,64,54,17,18,0.125,-0.0267,4,11,2,0,,,,,,,,,,,,,,,,,,
11451079,38,62,0.55,3.41,1,5,2,21,6,0,0,7,7,11,352,563,22,12,9,7,1,2,0,12,0,0,2,5,0,4,1,17,1,4,1,3,0,2,1,1,4,2,275,497,17,26,35,67,26,21,1,5,52,48,9,14,36,29,5,9,5,10,19,8,7,12,59,65,21,4,-0.8324,0,12,5,0,2,,,,,,,,,,,,,,,,,,
11451083,64,36,1.03,1.09,2,3,14,12,6,4,7,3,15,16,496,282,13,23,15,14,2,5,6,6,1,0,5,5,3,1,5,10,9,2,0,3,,,2,0,1,1,421,200,14,22,95,30,45,14,5,4,54,46,9,4,42,47,22,8,14,10,8,17,17,10,62,68,13,28,1.1847,0.4235,9,6,2,0,1,1,,,,,,,,,,,,,,,,
11451072,63,37,1.27,0.94,2,2,14,12,4,1,5,3,11,12,486,282,13,12,11,10,2,3,3,5,0,0,7,5,4,2,11,7,3,5,1,2,0,1,1,2,5,3,388,179,19,20,61,52,35,18,4,1,55,45,5,7,40,34,22,17,16,12,8,7,8,8,68,55,6,24,-0.6313,-1.3459,15,15,1,0,,,,,,,,,,,,,,,,,,
11451071,54,46,2.43,3.03,6,5,14,26,7,1,4,7,13,8,391,318,11,20,7,12,2,3,5,11,0,1,7,9,2,6,9,19,5,7,4,2,2,1,1,3,3,1,319,255,10,13,46,55,22,27,3,6,36,64,8,6,22,44,10,12,4,12,8,12,11,7,58,51,23,33,-1.2228,-1.0115,13,12,2,3,,,22,30,69,100,,,1,0,2,0,0,1,0,1,,
11451070,55,45,2.04,1.34,2,2,19,12,3,5,12,4,7,16,386,325,8,12,14,7,3,7,7,3,0,0,7,6,5,3,13,7,6,5,1,1,0,1,7,1,4,0,281,218,11,22,73,48,28,25,5,3,53,47,8,6,31,30,30,24,10,12,2,6,9,13,68,63,16,31,-0.4001,0.0261,8,10,1,1,0,1,,,,,,,,,,,,,,,,
11451066,65,35,2.53,0.64,3,2,15,7,1,2,10,4,14,25,494,268,21,26,22,14,6,4,4,4,0,0,5,1,6,2,9,4,6,3,1,0,1,0,4,2,0,3,415,194,27,14,60,58,19,24,9,3,52,48,12,13,51,44,13,16,8,4,12,20,2,15,47,62,7,18,-0.8653,0.3405,5,11,2,2,1,0,,,,,,,,,,,,,,,,
11451065,38,62,2.31,0.63,4,0,19,15,3,9,5,6,14,15,330,527,17,14,13,14,1,3,10,4,0,1,7,5,2,6,12,8,7,7,3,0,,,1,3,3,0,267,458,7,19,42,64,31,26,1,5,57,43,7,6,40,36,14,4,13,8,10,9,5,3,57,53,23,15,-0.2986,3.154,12,10,1,0,,,,,,,,,,,,,,,,,,
11451069,48,52,1.14,0.52,2,0,10,10,2,1,1,3,7,11,464,522,8,10,11,7,2,0,4,5,1,1,3,3,3,2,7,4,3,6,,,0,1,1,0,1,3,385,438,21,17,51,50,33,29,3,2,55,45,5,4,29,24,10,8,10,7,3,6,9,10,53,55,11,15,-2.0938,-1.0401,7,5,2,0,,,,,,,,,,,,,,,,,,
11451064,54,46,1.97,1.2,4,1,11,10,1,2,2,8,12,20,428,374,14,8,18,12,2,5,3,2,1,0,5,6,3,2,5,4,6,6,3,0,,,4,2,3,1,339,286,25,25,75,52,28,30,5,5,59,41,5,9,35,26,23,14,3,7,8,5,14,8,52,59,12,19,0.1843,0.243,11,7,1,1,,,,,,,,,,,,,,,,,,
11451067,36,64,0.72,1.55,1,1,5,16,2,0,3,6,13,13,254,445,22,16,13,13,1,3,3,4,1,1,2,6,0,6,0,10,5,6,,,1,0,1,3,1,3,159,357,24,22,51,67,27,37,1,8,48,52,9,11,40,38,9,15,5,9,17,11,9,11,61,76,26,8,-0.4929,-1.5209,12,2,1,1,,,,,,,,,,,,,,,,,,
11451068,41,59,2.31,1,4,2,9,14,2,3,3,5,8,9,349,496,26,18,7,8,3,1,5,2,1,1,2,7,2,5,8,8,1,6,2,2,0,1,1,3,0,1,269,427,17,27,50,72,26,29,2,6,48,52,10,17,43,40,9,16,10,14,16,11,12,5,54,59,25,7,0.9087,0.5378,11,5,2,0,,,21,26,49,109,1,1,2,0,,,0,1,,,,
11451076,57,43,0.91,1.22,3,1,12,8,5,3,8,5,17,9,487,370,10,9,8,15,1,3,4,5,2,0,5,1,3,2,9,7,3,1,2,1,0,1,4,1,3,3,423,288,20,17,64,52,30,27,7,6,45,55,5,5,22,31,12,11,5,8,6,4,8,1,50,43,16,29,1.7852,0.2906,3,4,1,0,,,,,,,,,,,,,,,,,,
11451050,55,45,0.66,1.69,0,4,10,23,7,2,2,5,8,12,522,421,20,18,11,8,3,0,2,10,0,1,3,7,5,6,5,15,5,8,0,2,1,0,1,2,1,0,430,337,22,24,53,45,19,37,3,5,49,51,11,7,39,45,11,7,10,18,14,15,6,13,62,64,16,13,-0.3805,0.0565,8,7,0,2,,,,,,,,,,,,,,,,,,
11451057,61,39,1.03,1.7,2,2,15,16,2,2,6,4,16,14,472,288,15,11,14,13,1,3,5,3,0,1,6,11,4,2,11,9,4,7,1,1,,,3,2,0,1,392,204,16,19,47,63,22,22,2,3,56,44,8,12,35,37,24,9,6,13,10,9,7,10,57,59,23,16,-0.1518,-0.9801,10,9,1,1,,,,,,,,,,,,,,,,,,
11451060,54,46,2.28,1.57,4,3,19,9,2,6,6,4,4,15,479,409,15,17,14,3,0,1,9,6,0,1,8,2,2,1,9,6,10,3,2,1,1,0,4,1,4,2,386,324,22,15,83,54,28,35,5,5,61,39,12,10,40,32,19,5,12,12,7,8,4,7,70,59,15,25,-1.6522,0.9867,3,16,2,2,,,,,,,,,,,,,,,,,,
11451063,73,27,0.56,2.39,1,2,12,10,2,3,8,1,11,10,713,272,20,28,9,11,3,1,2,5,0,0,5,4,5,1,2,8,10,2,1,0,1,0,1,3,1,0,650,192,19,19,71,38,27,23,7,3,49,51,13,14,44,48,11,10,15,9,10,19,9,18,66,67,12,20,-0.8331,0.245,4,9,0,2,,,20,18,164,40,2,1,0,2,,,,,1,0,,
11451056,48,52,1.91,0.73,2,3,13,13,3,5,5,4,16,4,446,493,15,14,4,15,2,2,7,3,1,0,2,8,4,2,11,7,2,6,1,3,,,0,4,1,2,353,402,23,25,42,43,13,24,4,3,40,60,9,6,25,38,7,11,6,9,8,5,3,6,63,60,16,7,0.2069,-0.9652,8,2,1,0,,,,,,,,,,,,,,,,,,
11451062,29,71,1.15,1.59,3,2,7,18,5,3,2,9,16,11,234,569,13,13,10,15,2,1,5,7,0,2,2,4,0,7,5,14,2,4,1,2,0,1,2,2,4,1,144,478,13,28,35,94,23,34,2,7,47,53,6,5,33,40,13,12,11,12,9,8,6,6,61,54,43,3,0.3248,0.5727,14,3,2,0,,,,,,,,,,,,,,,,,,
11451061,51,49,0.93,1.35,1,5,9,16,7,3,4,3,9,18,356,346,26,24,15,9,1,3,4,7,0,0,3,7,2,2,6,9,3,7,1,5,1,0,5,2,2,4,273,272,20,30,42,67,24,30,2,8,51,49,14,14,54,41,14,25,13,10,22,11,5,10,58,57,32,17,2.2352,-0.086,10,7,,,,,,,,,,,,,,,,,,,,
11451059,49,51,1.68,0.58,3,0,15,7,2,3,5,6,18,17,401,407,20,21,17,18,2,3,4,2,0,0,8,4,3,1,12,2,3,5,2,0,2,0,4,3,2,1,304,310,24,18,68,52,26,21,2,0,50,50,11,14,45,48,19,16,9,9,12,15,7,9,59,49,31,20,0.055,0.3954,7,7,1,0,,,,,,,,,,,,,,,,,,
11451051,41,59,0.36,0.39,0,1,8,9,0,2,6,6,18,7,350,516,20,19,7,16,1,0,3,0,0,0,3,7,2,2,6,5,2,4,0,1,,,2,0,4,0,265,424,20,26,45,74,21,33,7,7,46,54,8,12,35,46,18,15,8,11,13,9,9,5,51,55,28,12,0,-0.4791,17,7,,,,,13,27,63,125,0,1,1,2,,,,,,,,
11451054,57,43,0.22,1.05,0,1,4,18,9,0,3,5,12,16,484,365,16,17,16,11,3,3,0,8,1,0,4,6,0,4,2,10,2,8,0,1,1,0,2,3,2,2,400,283,20,17,45,54,35,27,2,2,49,51,12,7,41,32,7,18,9,4,10,8,8,18,58,58,20,12,1.7242,0,7,5,,,,,8,28,43,85,3,0,0,1,,,2,0,,,,
11451055,46,54,2.45,2.17,6,2,16,12,2,9,8,6,9,14,390,447,9,12,12,9,2,3,11,3,1,1,3,6,2,3,13,9,3,3,5,1,0,1,2,1,1,3,285,355,4,21,55,63,19,37,3,6,49,51,7,2,29,32,15,14,8,11,5,4,11,8,78,69,20,22,0.0795,1.5364,5,6,1,1,,,,,,,,,,,,,,,,,,
11451052,54,46,0.3,0.56,0,2,8,12,4,2,2,4,8,18,445,385,6,22,17,8,4,5,2,5,0,0,6,5,0,2,5,4,3,8,0,2,,,3,0,,,345,294,21,19,58,66,27,33,4,0,52,48,10,3,40,37,14,12,17,7,4,10,17,15,55,66,13,12,-0.1892,0.2801,9,13,,,,,,,,,,,,,,,,,,,,
11451047,52,48,1.86,1.05,3,0,18,10,1,5,2,9,11,13,370,333,16,12,13,10,0,1,7,1,0,0,8,5,3,4,11,9,7,1,2,0,,,2,2,0,1,281,239,30,34,65,53,29,11,2,5,50,50,7,6,33,28,13,18,5,8,10,5,5,6,52,52,30,14,0.0344,0.3025,6,9,1,0,,,,,,,,,,,,,,,,,,
11451049,63,37,3.81,0.22,4,0,27,5,1,7,9,3,12,8,548,322,17,19,8,12,1,1,11,1,2,0,10,2,6,2,18,3,9,2,2,0,1,0,2,1,6,3,481,243,21,11,101,31,30,20,7,2,46,54,8,13,33,43,11,8,8,12,7,12,8,6,61,60,6,34,0.2965,-0.5594,6,9,2,0,,,,,,,,,,,,,,,,,,
11451058,53,47,1.33,0.58,3,0,13,11,2,3,9,4,23,8,413,379,11,23,7,23,3,3,4,3,1,1,9,3,0,5,8,5,5,6,2,0,3,1,2,3,3,1,356,310,20,15,49,49,28,24,9,4,36,64,13,4,26,53,8,8,8,8,7,13,10,6,72,58,12,20,-0.4779,0.3283,4,13,1,0,,,,,,,,,,,,,,,,,,
11451053,52,48,1.82,1.26,3,3,18,9,3,10,6,4,12,17,426,386,15,26,16,12,1,5,10,3,0,1,5,4,3,2,11,7,7,2,3,3,,,3,1,0,1,347,300,26,17,57,45,22,32,8,4,42,58,15,7,38,52,12,16,7,14,8,19,12,11,66,80,14,16,1.2641,1.4495,6,5,,,,,23,22,76,55,1,2,1,1,,,2,0,,,,
11451048,38,62,1.07,2.15,3,4,15,17,3,3,9,5,16,9,275,472,18,12,8,15,2,1,5,6,1,0,5,6,5,5,11,11,4,6,3,2,,,1,1,4,1,178,373,23,25,48,61,22,30,7,5,45,55,10,7,30,34,17,24,5,8,11,7,13,9,60,62,18,20,0.94,0.4422,8,6,0,2,,,,,,,,,,,,,,,,,,
11451046,54,46,2.32,0.66,3,1,9,9,1,1,1,2,20,16,490,413,20,16,16,19,5,4,3,2,1,0,5,5,1,2,7,3,2,6,1,0,,,6,3,2,1,399,324,20,23,56,48,25,28,2,1,52,48,11,11,53,53,14,9,18,18,12,9,11,10,60,63,15,11,0.052,-0.0684,9,10,2,1,,,,,,,,,,,,,,,,,,
11451044,56,44,2.94,1.04,5,3,13,13,2,1,7,4,13,14,514,405,16,11,14,12,1,2,6,3,0,0,5,6,2,4,12,7,1,6,3,3,2,0,0,2,4,2,442,335,17,14,37,58,28,33,3,2,53,47,6,8,39,30,10,13,9,7,12,8,10,10,49,52,17,12,-0.6194,-2.1769,10,4,2,0,,,,,,,,,,,,,,,,,,
11451045,41,59,1.26,1.3,2,3,17,13,2,6,5,2,11,10,362,528,13,13,8,11,1,1,9,5,1,1,6,6,2,2,10,9,7,4,1,2,,,1,0,,,287,451,18,22,59,43,24,16,6,4,41,59,8,5,26,33,10,19,5,10,10,6,9,7,51,55,13,15,-1.1822,-1.0515,10,6,1,1,,,,,,,,,,,,,,,,,,
11451039,53,47,1.88,0.25,2,0,17,6,0,3,3,5,12,8,481,429,16,15,7,11,3,1,5,0,2,0,9,3,3,3,10,4,7,2,2,0,2,0,3,2,6,2,391,326,22,19,52,55,32,22,3,1,50,50,7,6,35,31,6,10,12,6,9,11,5,11,62,56,17,10,0,-2.195,10,8,,,,,28,10,60,58,,,1,0,,,,,,,,
11451042,51,49,1.34,1.86,4,3,14,13,4,5,6,5,14,5,387,388,10,5,5,14,2,2,8,7,0,0,5,2,1,4,9,9,5,4,2,1,,,0,1,2,1,312,312,29,24,60,33,37,10,9,7,47,53,4,5,22,26,16,17,7,8,4,3,4,11,41,39,11,33,-0.6214,-0.6208,3,8,2,2,,,,,,,,,,,,,,,,,,
11451041,59,41,1.92,1.29,2,1,21,13,3,4,4,6,11,18,476,322,15,15,17,11,2,2,6,5,0,0,12,4,3,4,12,4,9,9,,,,,4,3,2,0,409,249,22,17,63,38,32,27,4,4,55,45,4,7,45,35,12,12,14,9,12,14,6,6,50,40,15,24,-0.2354,0.3149,6,13,2,1,,,,,,,,,,,,,,,,,,
11450212,49,51,2.56,1.55,6,1,20,17,7,4,6,5,10,13,385,394,22,13,12,10,2,3,8,9,0,0,7,5,5,3,13,11,7,6,4,1,1,1,3,2,0,1,308,318,14,21,55,49,22,16,8,8,48,52,2,15,38,39,17,20,5,16,14,10,13,8,50,48,23,18,0.6174,-0.4133,7,11,2,0,,,28,26,80,87,1,0,1,0,,,,,0,1,,
11451038,65,35,1.13,2.32,1,2,11,10,3,2,7,4,9,16,460,252,19,10,14,9,2,2,4,6,0,0,3,2,4,2,6,8,5,2,,,0,2,1,3,3,1,360,170,37,19,50,50,28,23,2,2,56,44,1,11,43,25,6,13,10,6,7,7,10,17,70,75,12,27,-0.3804,-0.3398,4,7,1,2,,,,,,,,,,,,,,,,,,
11451040,29,71,0.46,1.51,1,2,8,16,3,0,2,6,8,12,226,593,15,11,12,7,2,3,0,5,1,1,6,5,2,6,4,10,4,6,1,1,0,1,4,1,3,1,145,522,17,19,35,77,21,20,5,7,51,49,6,6,30,22,8,15,4,6,11,8,11,5,65,60,23,9,-0.4529,0,7,10,0,1,,,,,,,,,,,,,,,,,,
11451043,48,52,1.82,2.79,3,4,25,16,2,3,5,6,19,14,364,390,13,12,14,18,5,5,7,5,1,1,9,9,9,2,14,12,11,4,1,3,,,4,3,3,3,270,287,13,15,73,51,30,23,6,7,51,49,6,4,36,37,19,17,9,9,10,10,10,19,64,63,21,23,0.2388,-1.3608,11,10,2,1,1,0,,,,,,,,,,,,,,,,
11451036,56,44,0.78,0.49,,,14,9,3,1,4,2,7,15,475,370,18,19,14,6,3,2,1,4,1,0,11,3,2,2,11,4,3,5,,,,,2,1,2,3,392,280,16,22,63,45,24,25,7,4,56,44,13,9,37,27,24,20,7,3,12,8,11,12,61,59,14,14,-0.6736,0.0234,6,11,,,,,,,,,,,,,,,,,,,,
